1, extreme_hills, still_life:alpine_heathlands, MONSTER, minecraft:spider, 80, 4, 4
6000, river, still_life:temperate_river, WATER_AMBIENT, epichunt:trout,10, 3, 5
6001, river, still_life:temperate_river, WATER_AMBIENT, epichunt:catfish,10, 1, 1
6002, river, still_life:temperate_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6003, river, still_life:temperate_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6004, river, still_life:temperate_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6005, river, still_life:temperate_river, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 2, 4
6006, river, still_life:temperate_river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6007, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:drowned, 10, 1, 1
6008, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:spider, 80, 4, 4
6009, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6010, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6011, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6012, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6013, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:slime, 80, 4, 4
6014, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6015, ocean, still_life:temperate_shallow_ocean, MONSTER, minecraft:witch, 5, 1, 1
6016, ocean, still_life:temperate_shallow_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
6017, ocean, still_life:temperate_shallow_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
6018, ocean, still_life:temperate_shallow_ocean, CREATURE, epichunt:goat, 10, 1, 3
6019, ocean, still_life:temperate_shallow_ocean, CREATURE, epichunt:great_auk, 12, 2, 4
6020, ocean, still_life:temperate_shallow_ocean, CREATURE, epichunt:razorbill, 12, 2, 4
6022, ocean, still_life:temperate_shallow_ocean, CREATURE, epichunt:owl, 12, 1, 2
6023, ocean, still_life:temperate_shallow_ocean, AMBIENT, minecraft:bat,80, 8, 8
6024, ocean, still_life:temperate_shallow_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6025, ocean, still_life:temperate_shallow_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
6026, ocean, still_life:temperate_shallow_ocean, WATER_CREATURE, epichunt:narwhal, 12, 2, 5
6027, ocean, still_life:temperate_shallow_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
6028, ocean, still_life:temperate_shallow_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
6029, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, minecraft:cod, 25, 8, 8
6030, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
6031, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
6032, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
6033, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
6034, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
6035, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
6036, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
6037, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
6038, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
6039, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
6040, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
6041, ocean, still_life:temperate_shallow_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
6042, swamp, still_life:temperate_swamp, MONSTER, minecraft:spider, 80, 4, 4
6043, swamp, still_life:temperate_swamp, MONSTER, minecraft:zombie, 80, 4, 4
6044, swamp, still_life:temperate_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
6045, swamp, still_life:temperate_swamp, MONSTER, minecraft:skeleton, 20, 4, 4
6046, swamp, still_life:temperate_swamp, MONSTER, minecraft:creeper, 80, 4, 4
6047, swamp, still_life:temperate_swamp, MONSTER, minecraft:slime, 80, 4, 4
6048, swamp, still_life:temperate_swamp, MONSTER, minecraft:enderman, 5, 1, 4
6049, swamp, still_life:temperate_swamp, MONSTER, minecraft:witch, 5, 1, 1
6050, swamp, still_life:temperate_swamp, MONSTER, minecraft:slime, 10, 1, 1
6051, swamp, still_life:temperate_swamp, MONSTER, minecraft:pig, 80, 4, 4
6052, swamp, still_life:temperate_swamp, CREATURE, minecraft:chicken, 10, 3, 4
6053, swamp, still_life:temperate_swamp, CREATURE, minecraft:pig, 10, 4, 4
6054, swamp, still_life:temperate_swamp, CREATURE, minecraft:frog, 17, 2, 5
6055, swamp, still_life:temperate_swamp, CREATURE, exoticbirds:pigeon, 12, 2, 5
6056, swamp, still_life:temperate_swamp, CREATURE, epichunt:goat, 10, 1, 3
6057, swamp, still_life:temperate_swamp, CREATURE, epichunt:beaver, 10, 1, 3
6058, swamp, still_life:temperate_swamp, CREATURE, epichunt:duck,0, 1, 3
6059, swamp, still_life:temperate_swamp, CREATURE, epichunt:drake,0, 1, 3
6060, swamp, still_life:temperate_swamp, CREATURE, epichunt:goose, 10, 2, 4
6062, swamp, still_life:temperate_swamp, CREATURE, epichunt:white_stork, 12, 2, 2
6063, swamp, still_life:temperate_swamp, CREATURE, epichunt:common_crane, 12, 2, 2
6064, swamp, still_life:temperate_swamp, CREATURE, epichunt:loon, 12, 2, 4
6065, swamp, still_life:temperate_swamp, CREATURE, epichunt:owl, 12, 1, 2
6066, swamp, still_life:temperate_swamp, AMBIENT, minecraft:bat,80, 8, 8
6067, swamp, still_life:temperate_swamp, AMBIENT, epichunt:kestrel, 10, 1, 1
6068, swamp, still_life:temperate_swamp, AMBIENT, epichunt:eagle, 10, 1, 1
6069, swamp, still_life:temperate_swamp, AMBIENT, epichunt:hawk, 10, 1, 1
6070, swamp, still_life:temperate_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6071, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6072, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6073, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6074, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6075, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6084, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6085, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6086, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6087, swamp, still_life:temperate_swamp, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6088, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
6089, beach, still_life:tropical_beach, MONSTER, minecraft:spider, 80, 4, 4
6090, beach, still_life:tropical_beach, MONSTER, minecraft:zombie, 80, 4, 4
6091, beach, still_life:tropical_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
6092, beach, still_life:tropical_beach, MONSTER, minecraft:skeleton, 80, 4, 4
6093, beach, still_life:tropical_beach, MONSTER, minecraft:creeper, 80, 4, 4
6094, beach, still_life:tropical_beach, MONSTER, minecraft:slime, 80, 4, 4
6095, beach, still_life:tropical_beach, MONSTER, minecraft:enderman, 5, 1, 4
6096, beach, still_life:tropical_beach, MONSTER, minecraft:witch, 5, 1, 1
6097, beach, still_life:tropical_beach, CREATURE, minecraft:turtle, 10, 2, 5
6098, beach, still_life:tropical_beach, CREATURE, exoticbirds:booby, 10, 2, 5
6099, beach, still_life:tropical_beach, CREATURE, exoticbirds:duck, 10, 2, 5
6100, beach, still_life:tropical_beach, CREATURE, exoticbirds:flamingo, 10, 2, 5
6101, beach, still_life:tropical_beach, CREATURE, exoticbirds:gull, 12, 2, 5
6102, beach, still_life:tropical_beach, CREATURE, exoticbirds:heron, 10, 2, 5
6103, beach, still_life:tropical_beach, CREATURE, exoticbirds:pelican, 10, 2, 5
6104, beach, still_life:tropical_beach, CREATURE, exoticbirds:pigeon, 12, 2, 5
6105, beach, still_life:tropical_beach, CREATURE, exoticbirds:swan, 10, 2, 5
6106, beach, still_life:tropical_beach, CREATURE, epichunt:goat, 10, 1, 3
6107, beach, still_life:tropical_beach, CREATURE, epichunt:great_auk, 12, 2, 4
6108, beach, still_life:tropical_beach, CREATURE, epichunt:razorbill, 12, 2, 4
6110, beach, still_life:tropical_beach, CREATURE, epichunt:owl, 12, 1, 2
6111, beach, still_life:tropical_beach, AMBIENT, minecraft:bat,80, 8, 8
6112, beach, still_life:tropical_beach, AMBIENT, epichunt:kestrel, 10, 1, 1
6113, beach, still_life:tropical_beach, AMBIENT, epichunt:eagle, 10, 1, 1
6114, beach, still_life:tropical_beach, AMBIENT, epichunt:hawk, 10, 1, 1
6115, beach, still_life:tropical_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6116, beach, still_life:tropical_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
6117, beach, still_life:tropical_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
6118, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:bass, 70, 3, 5
6119, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
6120, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
6121, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:herring, 80, 7, 10
6122, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
6123, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
6124, beach, still_life:tropical_beach, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
6133, beach, still_life:tropical_beach, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
6134, beach, still_life:tropical_beach, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
6135, beach, still_life:tropical_beach, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
6136, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
6137, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
6138, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
6139, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
6140, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
6141, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
6142, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
6143, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
6144, ocean, still_life:tropical_deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
6145, ocean, still_life:tropical_deep_ocean, MONSTER, epichunt:white_shark, 12, 1, 2
6146, ocean, still_life:tropical_deep_ocean, CREATURE, exoticbirds:pigeon, 12, 2, 5
6147, ocean, still_life:tropical_deep_ocean, CREATURE, epichunt:goat, 10, 1, 3
6149, ocean, still_life:tropical_deep_ocean, CREATURE, epichunt:owl, 12, 1, 2
6150, ocean, still_life:tropical_deep_ocean, AMBIENT, minecraft:bat,80, 8, 8
6151, ocean, still_life:tropical_deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6152, ocean, still_life:tropical_deep_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
6153, ocean, still_life:tropical_deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
6154, ocean, still_life:tropical_deep_ocean, WATER_CREATURE, epichunt:whale, 10, 1, 5
6155, ocean, still_life:tropical_deep_ocean, WATER_CREATURE, epichunt:orca, 10, 1, 2
6156, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
6157, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
6158, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
6159, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
6160, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:bass, 70, 3, 5
6161, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:halibut, 70, 3, 5
6162, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:mackerel, 80, 8, 10
6163, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:herring, 80, 7, 10
6164, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:sardine, 80, 8, 10
6165, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:pollock, 70, 3, 5
6166, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, epichunt:sturgeon, 20, 1, 1
6167, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
6168, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
6169, ocean, still_life:tropical_deep_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
6170, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:spider, 80, 4, 4
6171, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:zombie, 80, 4, 4
6172, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6173, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:skeleton, 80, 4, 4
6174, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:creeper, 80, 4, 4
6175, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:slime, 80, 4, 4
6176, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:enderman, 5, 1, 4
6177, savanna, still_life:tropical_dry_forest, MONSTER, minecraft:witch, 5, 1, 1
6178, savanna, still_life:tropical_dry_forest, CREATURE, minecraft:sheep, 0, 4, 4
6179, savanna, still_life:tropical_dry_forest, CREATURE, minecraft:pig, 10, 4, 4
6180, savanna, still_life:tropical_dry_forest, CREATURE, minecraft:chicken, 10, 4, 4
6181, savanna, still_life:tropical_dry_forest, CREATURE, minecraft:cow, 10, 4, 4
6182, savanna, still_life:tropical_dry_forest, CREATURE, minecraft:wolf, 10, 1, 2
6183, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:budgerigar, 10, 2, 5
6184, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:cassowary, 10, 2, 5
6185, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:cockatoo, 10, 2, 5
6186, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:crane, 10, 2, 5
6187, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
6188, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
6189, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:kookaburra, 10, 2, 5
6190, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:ostrich, 10, 2, 5
6191, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:peafowl, 10, 2, 5
6192, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:pigeon, 12, 2, 5
6193, savanna, still_life:tropical_dry_forest, CREATURE, exoticbirds:roadrunner, 10, 2, 5
6194, savanna, still_life:tropical_dry_forest, CREATURE, epichunt:wisent, 10, 1, 3
6195, savanna, still_life:tropical_dry_forest, CREATURE, epichunt:goat, 10, 1, 3
6197, savanna, still_life:tropical_dry_forest, CREATURE, epichunt:owl, 12, 1, 2
6198, savanna, still_life:tropical_dry_forest, AMBIENT, minecraft:bat,80, 8, 8
6199, savanna, still_life:tropical_dry_forest, AMBIENT, epichunt:kestrel, 10, 1, 1
6200, savanna, still_life:tropical_dry_forest, AMBIENT, epichunt:eagle, 10, 1, 1
6201, savanna, still_life:tropical_dry_forest, AMBIENT, epichunt:hawk, 10, 1, 1
6202, savanna, still_life:tropical_dry_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6203, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6204, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6205, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6206, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6207, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6216, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6217, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6218, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6219, savanna, still_life:tropical_dry_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6220, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:spider, 80, 4, 4
6221, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:zombie, 80, 4, 4
6222, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
6223, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
6224, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:creeper, 80, 4, 4
6225, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:slime, 80, 4, 4
6226, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:enderman, 5, 1, 4
6227, extreme_hills, still_life:tropical_highlands, MONSTER, minecraft:witch, 5, 1, 1
6228, extreme_hills, still_life:tropical_highlands, CREATURE, minecraft:sheep, 10, 4, 4
6229, extreme_hills, still_life:tropical_highlands, CREATURE, minecraft:pig, 10, 4, 4
6230, extreme_hills, still_life:tropical_highlands, CREATURE, minecraft:cow, 0, 4, 4
6231, extreme_hills, still_life:tropical_highlands, CREATURE, minecraft:chicken, 10, 4, 4
6232, extreme_hills, still_life:tropical_highlands, CREATURE, exoticbirds:pigeon, 12, 2, 5
6233, extreme_hills, still_life:tropical_highlands, CREATURE, epichunt:goat, 10, 1, 3
6235, extreme_hills, still_life:tropical_highlands, CREATURE, epichunt:owl, 12, 1, 2
6236, extreme_hills, still_life:tropical_highlands, AMBIENT, minecraft:bat,80, 8, 8
6237, extreme_hills, still_life:tropical_highlands, AMBIENT, epichunt:kestrel, 10, 1, 1
6238, extreme_hills, still_life:tropical_highlands, AMBIENT, epichunt:eagle, 10, 1, 1
6239, extreme_hills, still_life:tropical_highlands, AMBIENT, epichunt:hawk, 10, 1, 1
6240, extreme_hills, still_life:tropical_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6241, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6242, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6243, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6244, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6245, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
6254, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
6255, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
6256, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
6257, extreme_hills, still_life:tropical_highlands, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
6258, jungle, still_life:tropical_rainforest, MONSTER, minecraft:spider, 80, 4, 4
6259, jungle, still_life:tropical_rainforest, MONSTER, minecraft:zombie, 80, 4, 4
6260, jungle, still_life:tropical_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
6261, jungle, still_life:tropical_rainforest, MONSTER, minecraft:skeleton, 80, 4, 4
6262, jungle, still_life:tropical_rainforest, MONSTER, minecraft:creeper, 80, 4, 4
6263, jungle, still_life:tropical_rainforest, MONSTER, minecraft:slime, 80, 4, 4
6264, jungle, still_life:tropical_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
6265, jungle, still_life:tropical_rainforest, MONSTER, minecraft:witch, 5, 1, 1
6266, jungle, still_life:tropical_rainforest, CREATURE, minecraft:sheep, 0, 4, 4
6267, jungle, still_life:tropical_rainforest, CREATURE, minecraft:pig, 10, 4, 4
6268, jungle, still_life:tropical_rainforest, CREATURE, minecraft:chicken, 10, 4, 4
6269, jungle, still_life:tropical_rainforest, CREATURE, minecraft:cow, 0, 4, 4
6270, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:budgerigar, 10, 2, 5
6271, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:cassowary, 10, 2, 5
6272, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:cockatoo, 10, 2, 5
6273, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
6274, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:hummingbird, 20, 2, 5
6275, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:kiwi, 10, 2, 5
6276, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:lyrebird, 10, 2, 5
6277, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:macaw, 10, 2, 5
6278, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:peafowl, 10, 2, 5
6279, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:pelican, 10, 2, 5
6280, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:pigeon, 12, 2, 5
6281, jungle, still_life:tropical_rainforest, CREATURE, exoticbirds:toucan, 10, 2, 5
6282, jungle, still_life:tropical_rainforest, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
6283, jungle, still_life:tropical_rainforest, CREATURE, epichunt:goat, 10, 1, 3
6285, jungle, still_life:tropical_rainforest, CREATURE, epichunt:owl, 12, 1, 2
6286, jungle, still_life:tropical_rainforest, AMBIENT, minecraft:bat,80, 8, 8
6287, jungle, still_life:tropical_rainforest, AMBIENT, epichunt:kestrel, 10, 1, 1
6288, jungle, still_life:tropical_rainforest, AMBIENT, epichunt:eagle, 10, 1, 1
6289, jungle, still_life:tropical_rainforest, AMBIENT, epichunt:hawk, 10, 1, 1
6290, jungle, still_life:tropical_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6291, jungle, still_life:tropical_rainforest, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
6300, jungle, still_life:tropical_rainforest, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
6301, jungle, still_life:tropical_rainforest, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
6302, river, still_life:tropical_rainforest_river, MONSTER, minecraft:spider, 80, 4, 4
6303, river, still_life:tropical_rainforest_river, MONSTER, minecraft:zombie, 80, 4, 4
6304, river, still_life:tropical_rainforest_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
6305, river, still_life:tropical_rainforest_river, MONSTER, minecraft:skeleton, 80, 4, 4
6306, river, still_life:tropical_rainforest_river, MONSTER, minecraft:creeper, 80, 4, 4
6307, river, still_life:tropical_rainforest_river, MONSTER, minecraft:slime, 80, 4, 4
6308, river, still_life:tropical_rainforest_river, MONSTER, minecraft:enderman, 5, 1, 4
6309, river, still_life:tropical_rainforest_river, MONSTER, minecraft:witch, 5, 1, 1
6310, river, still_life:tropical_rainforest_river, CREATURE, minecraft:sheep, 12, 4, 4
6311, river, still_life:tropical_rainforest_river, CREATURE, minecraft:pig, 10, 4, 4
6312, river, still_life:tropical_rainforest_river, CREATURE, minecraft:chicken, 10, 4, 4
6313, river, still_life:tropical_rainforest_river, CREATURE, minecraft:cow, 10, 4, 4
6314, river, still_life:tropical_rainforest_river, CREATURE, minecraft:chicken, 10, 4, 4
6315, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:duck, 10, 2, 5
6316, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:flamingo, 10, 2, 5
6317, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:gull, 12, 2, 5
6318, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:heron, 10, 2, 5
6319, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:hummingbird, 20, 2, 5
6320, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:kingfisher, 10, 2, 5
6321, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:pelican, 10, 2, 5
6322, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:pigeon, 12, 2, 5
6323, river, still_life:tropical_rainforest_river, CREATURE, exoticbirds:swan, 10, 2, 5
6324, river, still_life:tropical_rainforest_river, CREATURE, epichunt:goat, 10, 1, 3
6325, river, still_life:tropical_rainforest_river, CREATURE, epichunt:beaver, 10, 1, 3
6326, river, still_life:tropical_rainforest_river, CREATURE, epichunt:duck,0, 1, 3
6327, river, still_life:tropical_rainforest_river, CREATURE, epichunt:drake,0, 1, 3
6328, river, still_life:tropical_rainforest_river, CREATURE, epichunt:goose, 10, 2, 4
6330, river, still_life:tropical_rainforest_river, CREATURE, epichunt:white_stork, 12, 2, 2
6331, river, still_life:tropical_rainforest_river, CREATURE, epichunt:common_crane, 12, 2, 2
6332, river, still_life:tropical_rainforest_river, CREATURE, epichunt:loon, 12, 2, 4
6333, river, still_life:tropical_rainforest_river, CREATURE, epichunt:owl, 12, 1, 2
6334, river, still_life:tropical_rainforest_river, AMBIENT, minecraft:bat,80, 8, 8
6335, river, still_life:tropical_rainforest_river, AMBIENT, epichunt:kestrel, 10, 1, 1
6336, river, still_life:tropical_rainforest_river, AMBIENT, epichunt:eagle, 10, 1, 1
6337, river, still_life:tropical_rainforest_river, AMBIENT, epichunt:hawk, 10, 1, 1
6338, river, still_life:tropical_rainforest_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
6339, river, still_life:tropical_rainforest_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
6340, river, still_life:tropical_rainforest_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
6341, river, still_life:tropical_rainforest_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
6342, river, still_life:tropical_rainforest_river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
6343, river, still_life:tropical_rainforest_river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
